timestamp,what_is_your_age?,what_is_your_gender?,what_is_your_current_year_of_study?,what_is_your_major_or_field_of_study?,what_is_your_current_gpa_or_average_grade?,how_many_hours_do_you_study_per_week?,how_many_assignments_or_deadlines_do_you_have_each_week?,how_often_do_you_attend_classes?,how_much_academic_pressure_do_you_feel?,how_would_you_rate_your_level_of_social_support?,what_is_your_current_living_situation?,do_you_have_a_part_time_job?,do_you_participate_in_extracurricular_activities?,how_would_you_rate_your_sleep_quality?,how_many_hours_of_sleep_do_you_get_per_night?,how_often_do_you_engage_in_physical_activity?,how_would_you_rate_the_quality_of_your_diet?,how_many_hours_do_you_spend_on_screens_phone_computer_tv_per_day?,how_would_you_rate_your_anxiety_levels?,how_would_you_rate_your_depression_symptoms?,what_coping_mechanisms_do_you_use?,how_would_you_rate_your_current_stress_level?
06-10-2024 08:44,29,Male,4,Civil Engineering,7,21,7,Rarely,5,5,On-Campus,No,No,1,6,Daily,4,4,5,5,Sleeping,2
06-10-2024 08:44,21,Female,3,Civil Engineering,4,52,3,Never,1,1,Off-Campus,No,No,1,2,Daily,3,9,5,4,Aggression - punching bag,5
06-10-2024 08:44,24,Male,4,Robotics and Automation,3,52,8,Frequently,5,1,With Family,No,Yes,2,3,Daily,2,7,2,5,Playing Games,5
06-10-2024 08:44,18,Male,5,Law,7,19,9,Rarely,2,4,Off-Campus,Yes,No,3,7,Never,1,2,5,4,Sleeping,1
06-10-2024 08:44,30,Male,1,Electronics and Communication,5,39,2,Rarely,2,4,With Family,Yes,No,5,4,Never,5,9,5,1,Listening to Music,3
06-10-2024 08:44,21,Male,2,Law,6,30,8,Sometimes,1,4,On-Campus,Yes,Yes,3,6,Frequently,1,3,3,4,Aggression - punching bag,3
06-10-2024 08:44,20,Male,4,Core Engineering,8,23,12,Sometimes,1,5,Off-Campus,Yes,Yes,5,8,Never,3,3,4,4,Aggression - punching bag,1
06-10-2024 08:44,27,Male,5,Electronics and Communication,7,19,11,Always,5,1,On-Campus,Yes,No,5,7,Rarely,5,2,1,5,Aggression - punching bag,2
06-10-2024 08:44,19,Female,5,BBA General,4,51,2,Never,1,5,On-Campus,No,Yes,4,2,Never,2,0,4,5,Sleeping,5
06-10-2024 08:44,24,Female,3,Civil Engineering,5,30,9,Rarely,2,3,On-Campus,No,Yes,4,6,Rarely,1,1,3,5,Aggression - punching bag,3
06-10-2024 08:44,29,Female,2,Civil Engineering,3,57,7,Sometimes,5,5,Off-Campus,No,Yes,1,2,Never,2,4,2,3,Sleeping,5
06-10-2024 08:44,26,Female,2,Law,4,56,7,Sometimes,4,1,Off-Campus,Yes,Yes,5,4,Rarely,1,8,2,2,Listening to Music,5
06-10-2024 08:44,25,Male,3,Robotics and Automation,7,16,7,Always,1,2,Off-Campus,Yes,Yes,3,7,Sometimes,1,0,5,5,Sleeping,1
06-10-2024 08:44,21,Female,5,Electronics and Communication,9,7,11,Rarely,1,4,On-Campus,No,No,5,7,Frequently,3,8,3,2,Sleeping,0
06-10-2024 08:44,23,Male,2,Law,7,29,13,Rarely,1,3,Off-Campus,No,No,2,6,Rarely,3,4,2,2,Exercise,2
06-10-2024 08:44,22,Male,5,Robotics and Automation,8,19,12,Sometimes,4,3,Off-Campus,Yes,No,1,6,Rarely,2,1,4,2,Playing Games,2
06-10-2024 08:44,26,Female,1,Civil Engineering,6,28,3,Never,1,2,With Family,Yes,No,4,6,Frequently,3,5,4,5,Exercise,3
06-10-2024 08:44,18,Male,4,Core Engineering,3,54,10,Rarely,1,1,Off-Campus,Yes,Yes,2,4,Frequently,3,0,1,4,Sleeping,5
06-10-2024 08:44,21,Female,1,Robotics and Automation,8,19,4,Rarely,5,2,On-Campus,Yes,No,4,8,Sometimes,5,2,1,2,Exercise,1
06-10-2024 08:44,26,Male,5,Law,5,36,0,Rarely,5,3,Off-Campus,No,Yes,4,4,Frequently,2,4,1,5,Listening to Music,3
06-10-2024 08:44,23,Female,5,BBA General,9,5,7,Frequently,2,3,With Family,No,No,1,7,Sometimes,2,2,1,2,Playing Games,0
06-10-2024 08:44,22,Female,3,Civil Engineering,4,47,2,Never,5,1,Off-Campus,No,Yes,3,4,Never,1,5,2,5,Playing Games,4
06-10-2024 08:44,26,Female,5,Law,9,5,11,Frequently,4,3,With Family,No,No,2,7,Never,3,0,2,1,Listening to Music,0
06-10-2024 08:44,21,Female,4,Law,9,6,11,Never,1,2,Off-Campus,No,No,4,7,Frequently,1,2,4,2,Listening to Music,0
06-10-2024 08:44,26,Male,5,Electronics and Communication,7,14,5,Rarely,2,4,On-Campus,Yes,Yes,5,7,Daily,1,4,4,2,Aggression - punching bag,1
06-10-2024 08:44,25,Male,4,BBA General,8,25,6,Never,5,2,On-Campus,No,Yes,4,6,Frequently,3,8,2,1,Aggression - punching bag,2
06-10-2024 08:44,26,Female,1,Law,8,12,13,Never,4,5,With Family,Yes,Yes,5,8,Frequently,1,7,5,2,Playing Games,0
06-10-2024 08:44,27,Male,3,Law,9,9,0,Rarely,3,4,With Family,No,Yes,3,7,Rarely,4,3,2,1,Aggression - punching bag,0
06-10-2024 08:44,20,Female,5,Core Engineering,6,48,9,Frequently,3,2,Off-Campus,Yes,No,5,5,Sometimes,5,4,4,4,Listening to Music,4
06-10-2024 08:44,21,Female,3,Civil Engineering,8,17,3,Never,1,1,Off-Campus,No,No,1,6,Daily,3,9,5,4,Aggression - punching bag,1
06-10-2024 08:44,26,Male,2,Law,9,11,0,Never,1,2,On-Campus,Yes,Yes,4,8,Sometimes,1,9,2,5,Exercise,0
06-10-2024 08:44,20,Male,4,Core Engineering,4,49,14,Sometimes,2,3,On-Campus,No,Yes,1,4,Daily,5,9,5,2,Exercise,4
06-10-2024 08:44,26,Male,2,BBA General,6,45,5,Never,1,2,Off-Campus,No,Yes,2,5,Daily,4,3,3,2,Listening to Music,4
06-10-2024 08:44,29,Male,4,Electronics and Communication,3,51,2,Never,5,3,On-Campus,Yes,No,2,2,Sometimes,2,5,1,3,Listening to Music,5
06-10-2024 08:44,25,Male,1,BBA General,7,25,3,Frequently,1,1,On-Campus,No,Yes,4,6,Never,3,5,3,2,Playing Games,3
06-10-2024 08:44,23,Male,5,Robotics and Automation,9,5,8,Sometimes,4,3,With Family,No,No,1,8,Rarely,3,9,5,5,Sleeping,0
06-10-2024 08:44,29,Female,2,Law,9,13,12,Never,5,5,Off-Campus,Yes,Yes,3,8,Sometimes,1,9,5,2,Exercise,0
06-10-2024 08:44,30,Female,4,Civil Engineering,7,17,9,Frequently,5,1,With Family,No,No,4,8,Sometimes,3,3,2,2,Playing Games,1
06-10-2024 08:44,25,Female,2,Robotics and Automation,6,24,9,Never,3,2,With Family,No,No,4,6,Frequently,2,9,2,1,Sleeping,2
06-10-2024 08:44,21,Female,4,Core Engineering,4,53,7,Sometimes,3,5,With Family,No,Yes,3,3,Sometimes,2,8,1,4,Sleeping,5
06-10-2024 08:44,18,Male,2,BBA General,8,8,12,Frequently,5,1,On-Campus,Yes,No,2,7,Rarely,3,7,5,2,Listening to Music,0
06-10-2024 08:44,21,Female,1,Core Engineering,4,49,0,Frequently,4,1,Off-Campus,No,Yes,5,3,Frequently,4,6,4,5,Listening to Music,4
06-10-2024 08:44,30,Female,4,BBA General,3,49,12,Frequently,5,2,With Family,Yes,No,5,4,Rarely,1,1,1,5,Playing Games,5
06-10-2024 08:44,23,Male,2,BBA General,4,58,7,Never,2,3,Off-Campus,Yes,Yes,5,3,Sometimes,4,8,4,5,Listening to Music,5
06-10-2024 08:44,21,Female,3,Robotics and Automation,7,28,1,Never,1,3,Off-Campus,No,Yes,1,4,Rarely,3,5,5,4,Sleeping,3
06-10-2024 08:44,22,Male,1,BBA General,4,46,10,Never,1,5,On-Campus,No,Yes,1,3,Rarely,4,7,3,4,Aggression - punching bag,5
06-10-2024 08:44,21,Female,4,BBA General,3,54,13,Frequently,4,4,On-Campus,Yes,No,5,3,Daily,4,4,2,2,Aggression - punching bag,5
06-10-2024 08:44,25,Male,4,Law,5,46,12,Always,2,2,Off-Campus,Yes,No,2,4,Never,3,6,3,5,Sleeping,4
06-10-2024 08:44,26,Female,2,Robotics and Automation,8,20,3,Never,4,3,Off-Campus,Yes,Yes,1,6,Frequently,1,8,4,4,Exercise,2
06-10-2024 08:44,26,Female,5,Core Engineering,8,13,2,Always,4,2,With Family,No,Yes,2,8,Frequently,2,4,3,2,Playing Games,1
06-10-2024 08:44,19,Female,3,Core Engineering,8,19,14,Sometimes,5,5,With Family,Yes,Yes,1,7,Rarely,3,9,3,4,Listening to Music,2
06-10-2024 08:44,18,Male,2,Law,5,48,13,Sometimes,4,3,Off-Campus,No,No,5,3,Daily,2,5,4,3,Sleeping,5
06-10-2024 08:44,19,Female,3,Civil Engineering,9,5,12,Sometimes,1,3,With Family,No,Yes,5,8,Daily,1,1,1,2,Playing Games,0
06-10-2024 08:44,29,Male,3,Civil Engineering,4,51,6,Frequently,1,1,With Family,Yes,Yes,1,3,Frequently,4,6,1,3,Aggression - punching bag,5
06-10-2024 08:44,18,Female,2,Civil Engineering,7,18,2,Sometimes,2,3,On-Campus,Yes,No,2,6,Sometimes,4,2,4,1,Aggression - punching bag,1
06-10-2024 08:44,25,Male,3,Core Engineering,5,47,2,Never,2,1,Off-Campus,No,Yes,4,3,Daily,4,2,3,1,Exercise,5
06-10-2024 08:44,24,Female,1,Civil Engineering,8,5,5,Frequently,4,2,Off-Campus,No,Yes,5,7,Never,1,4,3,2,Playing Games,0
06-10-2024 08:44,27,Female,2,Civil Engineering,5,38,10,Always,2,2,On-Campus,Yes,No,4,4,Rarely,5,8,4,4,Aggression - punching bag,4
06-10-2024 08:44,25,Male,5,Robotics and Automation,4,43,0,Never,1,1,On-Campus,Yes,Yes,4,5,Frequently,1,0,2,1,Aggression - punching bag,4
06-10-2024 08:44,27,Male,4,Electronics and Communication,6,27,3,Always,2,2,With Family,Yes,No,1,7,Daily,5,8,1,2,Aggression - punching bag,2
06-10-2024 08:44,22,Female,3,Core Engineering,5,48,8,Sometimes,4,4,With Family,Yes,Yes,1,3,Sometimes,4,5,3,2,Exercise,4
06-10-2024 08:44,23,Female,4,Civil Engineering,7,29,2,Sometimes,3,4,Off-Campus,No,No,3,5,Never,2,3,1,5,Aggression - punching bag,3
06-10-2024 08:44,26,Male,3,BBA General,7,33,14,Frequently,4,4,On-Campus,No,Yes,3,5,Rarely,2,9,2,5,Exercise,3
06-10-2024 08:44,22,Female,5,BBA General,8,24,10,Rarely,4,5,Off-Campus,Yes,Yes,5,6,Never,5,0,2,3,Playing Games,2
06-10-2024 08:44,21,Female,2,Electronics and Communication,3,57,14,Never,2,2,On-Campus,No,Yes,5,2,Frequently,5,9,4,1,Listening to Music,5
06-10-2024 08:44,26,Male,2,Electronics and Communication,7,18,5,Never,3,1,On-Campus,Yes,No,4,7,Rarely,2,0,2,1,Aggression - punching bag,1
06-10-2024 08:44,29,Female,3,Robotics and Automation,7,14,12,Sometimes,3,1,Off-Campus,Yes,Yes,1,7,Daily,2,4,5,3,Listening to Music,1
06-10-2024 08:44,22,Female,5,Civil Engineering,6,43,4,Always,5,3,On-Campus,No,No,2,5,Rarely,1,4,4,3,Listening to Music,4
06-10-2024 08:44,22,Male,4,Civil Engineering,8,10,3,Rarely,3,4,Off-Campus,No,Yes,4,7,Daily,1,9,3,4,Playing Games,0
06-10-2024 08:44,25,Male,4,Core Engineering,9,5,13,Rarely,1,4,With Family,No,Yes,2,8,Never,4,5,5,4,Playing Games,0
06-10-2024 08:44,30,Female,4,BBA General,7,14,12,Frequently,5,2,With Family,Yes,No,5,8,Rarely,1,1,1,5,Playing Games,1
06-10-2024 08:44,18,Male,2,Electronics and Communication,7,24,9,Sometimes,1,5,With Family,No,Yes,5,5,Daily,1,7,1,4,Listening to Music,2
06-10-2024 08:44,26,Female,5,Robotics and Automation,8,21,2,Frequently,5,4,On-Campus,Yes,No,3,6,Daily,4,6,5,4,Exercise,2
06-10-2024 08:44,20,Male,4,Robotics and Automation,8,17,10,Sometimes,2,1,On-Campus,No,No,4,7,Frequently,4,2,2,4,Exercise,1
06-10-2024 08:44,25,Female,4,Law,6,24,13,Sometimes,4,1,With Family,No,Yes,4,6,Rarely,5,3,4,5,Sleeping,2
06-10-2024 08:44,30,Male,2,Civil Engineering,7,22,10,Sometimes,5,2,Off-Campus,Yes,Yes,4,6,Daily,3,8,3,1,Listening to Music,2
06-10-2024 08:44,23,Male,4,Civil Engineering,7,17,3,Rarely,2,3,With Family,No,Yes,4,6,Sometimes,5,1,5,2,Sleeping,2
06-10-2024 08:44,21,Female,4,Core Engineering,7,18,3,Frequently,4,2,On-Campus,No,Yes,5,8,Daily,1,3,4,3,Playing Games,1
06-10-2024 08:44,21,Male,1,Electronics and Communication,8,19,12,Rarely,4,4,Off-Campus,Yes,Yes,1,7,Frequently,1,6,2,2,Playing Games,1
06-10-2024 08:44,21,Female,4,Law,8,12,0,Frequently,1,2,On-Campus,Yes,No,5,8,Sometimes,2,9,3,5,Exercise,0
06-10-2024 08:44,22,Male,5,Civil Engineering,5,59,3,Never,1,3,Off-Campus,Yes,Yes,5,2,Sometimes,3,3,4,1,Exercise,5
06-10-2024 08:44,24,Male,2,Core Engineering,7,16,0,Frequently,3,1,With Family,No,No,4,5,Rarely,3,6,5,4,Exercise,2
06-10-2024 08:44,25,Female,3,Core Engineering,3,52,12,Sometimes,5,5,Off-Campus,No,Yes,3,3,Daily,3,7,2,1,Listening to Music,5
06-10-2024 08:44,22,Female,1,Law,5,39,3,Rarely,1,3,With Family,No,No,5,5,Daily,3,3,5,3,Playing Games,4
06-10-2024 08:44,23,Male,2,Core Engineering,4,53,13,Frequently,4,3,On-Campus,No,No,1,2,Rarely,5,3,4,2,Aggression - punching bag,5
06-10-2024 08:44,19,Male,4,BBA General,4,56,0,Never,1,2,Off-Campus,No,Yes,5,4,Rarely,2,9,2,4,Sleeping,5
06-10-2024 08:44,22,Female,2,Robotics and Automation,8,8,8,Sometimes,1,4,Off-Campus,Yes,Yes,2,8,Frequently,4,0,1,2,Sleeping,0
06-10-2024 08:44,28,Male,4,Civil Engineering,9,14,10,Sometimes,4,4,On-Campus,No,No,2,7,Daily,4,8,4,1,Playing Games,0
06-10-2024 08:44,19,Female,4,BBA General,8,26,12,Frequently,5,3,Off-Campus,Yes,No,1,6,Sometimes,1,5,5,3,Playing Games,2
06-10-2024 08:44,23,Female,2,Robotics and Automation,4,43,9,Rarely,2,5,Off-Campus,No,Yes,3,4,Never,5,6,3,3,Playing Games,4
06-10-2024 08:44,21,Male,4,Civil Engineering,5,30,2,Never,4,1,On-Campus,Yes,No,5,5,Frequently,1,8,1,5,Listening to Music,3
06-10-2024 08:44,26,Female,3,Civil Engineering,4,48,11,Never,3,5,On-Campus,No,Yes,4,3,Rarely,5,8,4,3,Listening to Music,5
06-10-2024 08:44,28,Female,4,Civil Engineering,8,24,13,Frequently,5,3,With Family,Yes,Yes,4,7,Sometimes,1,0,5,5,Playing Games,1
06-10-2024 08:44,25,Female,1,Civil Engineering,4,52,12,Sometimes,5,4,With Family,No,No,1,2,Frequently,3,1,2,1,Aggression - punching bag,5
06-10-2024 08:44,29,Male,1,Core Engineering,6,39,5,Sometimes,4,2,Off-Campus,Yes,No,3,6,Never,5,5,2,4,Listening to Music,3
06-10-2024 08:44,25,Male,2,BBA General,5,25,10,Always,1,1,Off-Campus,Yes,Yes,3,5,Daily,1,7,5,3,Listening to Music,3
06-10-2024 08:44,18,Female,1,Civil Engineering,7,18,5,Never,4,4,On-Campus,No,Yes,5,6,Daily,2,0,2,4,Playing Games,1
06-10-2024 08:44,26,Male,4,BBA General,7,19,4,Never,2,1,Off-Campus,Yes,Yes,2,7,Sometimes,1,8,3,2,Exercise,1
06-10-2024 08:44,23,Male,2,Law,4,54,4,Sometimes,5,4,On-Campus,No,No,1,3,Rarely,2,8,1,2,Exercise,5
06-10-2024 08:44,27,Male,1,Electronics and Communication,8,24,14,Never,4,5,On-Campus,No,No,4,6,Frequently,1,8,4,4,Listening to Music,1
06-10-2024 08:44,25,Male,2,Robotics and Automation,6,35,12,Sometimes,5,2,On-Campus,No,Yes,2,3,Rarely,5,9,3,5,Aggression - punching bag,4
06-10-2024 08:44,26,Male,2,Robotics and Automation,5,41,8,Sometimes,4,4,With Family,No,No,5,3,Rarely,2,3,2,3,Sleeping,4
06-10-2024 08:44,24,Male,2,Law,4,54,4,Never,4,4,Off-Campus,Yes,Yes,3,2,Sometimes,4,1,4,1,Playing Games,5
06-10-2024 08:44,22,Female,2,Robotics and Automation,7,15,8,Sometimes,1,4,Off-Campus,Yes,Yes,2,7,Frequently,4,0,1,2,Sleeping,1
06-10-2024 08:44,23,Female,3,Civil Engineering,4,47,8,Rarely,5,5,With Family,No,No,2,3,Never,3,4,5,4,Listening to Music,5
06-10-2024 08:44,18,Male,3,Law,7,19,10,Always,4,4,Off-Campus,Yes,Yes,2,6,Frequently,3,2,4,1,Listening to Music,1
06-10-2024 08:44,26,Female,4,Civil Engineering,8,12,3,Frequently,4,1,On-Campus,Yes,No,5,8,Rarely,2,3,3,1,Sleeping,0
06-10-2024 08:44,26,Male,5,Law,7,21,0,Rarely,5,3,Off-Campus,No,Yes,4,6,Frequently,2,4,1,5,Listening to Music,1
06-10-2024 08:44,22,Male,3,Electronics and Communication,6,29,8,Never,3,4,Off-Campus,Yes,Yes,5,5,Daily,2,7,1,4,Listening to Music,3
06-10-2024 08:44,19,Male,3,Core Engineering,9,9,8,Sometimes,5,4,Off-Campus,Yes,No,3,8,Rarely,2,5,2,5,Playing Games,0
06-10-2024 08:44,29,Female,2,Law,7,25,3,Frequently,3,3,On-Campus,No,No,5,7,Frequently,4,2,5,4,Aggression - punching bag,2
06-10-2024 08:44,29,Male,5,Core Engineering,5,45,3,Never,2,4,On-Campus,Yes,No,4,2,Sometimes,1,4,5,3,Exercise,5
06-10-2024 08:44,24,Female,3,Civil Engineering,7,14,3,Never,2,1,On-Campus,No,No,1,8,Rarely,4,5,5,4,Playing Games,1
06-10-2024 08:44,22,Female,1,Core Engineering,4,45,0,Never,1,2,Off-Campus,Yes,No,3,3,Daily,4,5,4,4,Exercise,5
06-10-2024 08:44,18,Male,2,Core Engineering,3,50,13,Never,4,5,Off-Campus,No,Yes,3,2,Sometimes,3,7,3,4,Sleeping,5
06-10-2024 08:44,26,Female,4,Robotics and Automation,7,18,10,Sometimes,3,1,On-Campus,Yes,Yes,3,6,Frequently,1,5,5,2,Exercise,2
06-10-2024 08:44,23,Female,1,Electronics and Communication,5,29,12,Sometimes,1,4,With Family,No,No,1,4,Never,1,4,4,4,Listening to Music,3
06-10-2024 08:44,21,Female,5,Electronics and Communication,5,39,7,Always,5,5,With Family,Yes,No,2,5,Daily,4,8,4,1,Listening to Music,4
06-10-2024 08:44,19,Male,4,BBA General,6,43,3,Never,2,3,Off-Campus,No,Yes,1,4,Rarely,4,7,2,1,Playing Games,4
06-10-2024 08:44,21,Female,2,Civil Engineering,8,11,10,Sometimes,4,1,On-Campus,No,Yes,4,6,Frequently,5,5,1,4,Exercise,1
06-10-2024 08:44,24,Male,4,Civil Engineering,9,10,5,Never,3,1,With Family,No,No,5,8,Never,2,9,1,5,Exercise,0
06-10-2024 08:44,29,Male,5,Core Engineering,6,35,3,Never,2,4,On-Campus,Yes,No,4,4,Sometimes,1,4,5,3,Exercise,4
06-10-2024 08:44,29,Female,4,Robotics and Automation,4,47,10,Never,1,4,Off-Campus,No,No,5,3,Sometimes,2,1,2,2,Playing Games,5
06-10-2024 08:44,25,Male,1,Law,9,8,14,Sometimes,3,3,With Family,Yes,No,1,8,Rarely,5,1,5,4,Playing Games,0
06-10-2024 08:44,21,Female,3,Civil Engineering,7,22,3,Never,1,1,Off-Campus,No,No,1,5,Daily,3,9,5,4,Aggression - punching bag,2
06-10-2024 08:44,19,Male,5,Law,8,17,3,Sometimes,3,3,With Family,No,No,1,6,Sometimes,4,5,5,5,Playing Games,1
06-10-2024 08:44,21,Male,5,Electronics and Communication,8,12,6,Never,4,5,On-Campus,No,No,3,8,Never,4,5,4,1,Sleeping,0
06-10-2024 08:44,21,Female,2,Robotics and Automation,7,17,8,Always,5,2,With Family,No,Yes,1,7,Sometimes,3,9,5,4,Listening to Music,1
06-10-2024 08:44,19,Female,1,Core Engineering,9,13,11,Rarely,1,5,On-Campus,No,Yes,5,8,Daily,1,0,3,1,Listening to Music,0
06-10-2024 08:44,30,Male,3,Civil Engineering,8,17,11,Always,1,5,On-Campus,No,No,4,6,Never,1,3,3,1,Exercise,1
06-10-2024 08:44,23,Male,4,Civil Engineering,8,15,10,Always,1,1,With Family,Yes,No,3,6,Never,2,5,4,4,Listening to Music,1
06-10-2024 08:44,30,Female,5,Core Engineering,4,54,14,Frequently,1,5,On-Campus,Yes,No,2,3,Daily,4,4,5,1,Aggression - punching bag,5
06-10-2024 08:44,22,Male,2,Electronics and Communication,4,45,11,Always,2,1,With Family,No,No,1,3,Daily,3,8,1,5,Exercise,5
06-10-2024 08:44,26,Male,1,Robotics and Automation,7,26,1,Rarely,1,1,On-Campus,No,Yes,3,5,Never,5,9,4,3,Playing Games,2
06-10-2024 08:44,25,Female,2,Robotics and Automation,3,54,9,Never,3,2,With Family,No,No,4,3,Frequently,2,9,2,1,Sleeping,5
06-10-2024 08:44,21,Female,2,Electronics and Communication,7,24,8,Always,4,5,With Family,No,No,2,6,Frequently,1,3,5,1,Sleeping,2
06-10-2024 08:44,19,Male,4,Electronics and Communication,8,6,4,Sometimes,5,5,On-Campus,Yes,No,5,8,Sometimes,4,8,3,5,Playing Games,0
06-10-2024 08:44,28,Male,3,Civil Engineering,6,26,0,Frequently,1,1,With Family,Yes,Yes,4,4,Rarely,4,9,5,2,Playing Games,3
06-10-2024 08:44,28,Male,5,Law,5,37,14,Always,4,4,Off-Campus,Yes,No,3,3,Sometimes,2,3,4,3,Aggression - punching bag,4
06-10-2024 08:44,23,Female,4,Core Engineering,7,24,8,Frequently,2,5,Off-Campus,Yes,Yes,1,8,Never,5,0,3,3,Exercise,1
06-10-2024 08:44,19,Male,2,Electronics and Communication,6,36,8,Sometimes,2,5,On-Campus,Yes,No,4,6,Daily,3,8,4,5,Aggression - punching bag,3
06-10-2024 08:44,28,Female,3,Law,4,51,0,Frequently,3,2,On-Campus,No,Yes,1,2,Sometimes,5,2,3,4,Aggression - punching bag,5
06-10-2024 08:44,18,Female,3,Civil Engineering,6,31,12,Always,1,4,Off-Campus,No,Yes,2,6,Sometimes,3,8,5,1,Listening to Music,3
06-10-2024 08:44,29,Female,2,Civil Engineering,6,27,7,Sometimes,5,5,Off-Campus,No,Yes,1,6,Never,2,4,2,3,Sleeping,2
06-10-2024 08:44,23,Female,4,Robotics and Automation,3,48,3,Sometimes,2,2,On-Campus,Yes,No,1,2,Daily,3,0,5,1,Listening to Music,5
06-10-2024 08:44,18,Female,2,Civil Engineering,5,49,4,Frequently,4,4,Off-Campus,Yes,Yes,4,4,Daily,5,4,2,1,Sleeping,5
06-10-2024 08:44,22,Female,3,Law,7,16,4,Rarely,1,1,On-Campus,No,Yes,1,6,Sometimes,4,5,2,4,Exercise,1
06-10-2024 08:44,27,Female,2,Core Engineering,4,39,0,Sometimes,4,1,On-Campus,No,No,1,4,Rarely,4,1,5,3,Exercise,4
06-10-2024 08:44,20,Male,5,Core Engineering,4,48,9,Frequently,1,1,With Family,Yes,No,5,2,Frequently,5,7,2,1,Exercise,5
06-10-2024 08:44,19,Female,4,Law,5,45,3,Sometimes,2,2,Off-Campus,No,No,2,4,Daily,5,8,1,4,Exercise,4
06-10-2024 08:44,27,Male,1,Electronics and Communication,6,49,14,Never,4,5,On-Campus,No,No,4,3,Frequently,1,8,4,4,Listening to Music,4
06-10-2024 08:44,30,Male,3,Civil Engineering,4,52,11,Always,1,5,On-Campus,No,No,4,2,Never,1,3,3,1,Exercise,5
06-10-2024 08:44,27,Male,5,Civil Engineering,7,23,1,Rarely,4,3,On-Campus,No,Yes,2,5,Frequently,5,3,4,5,Listening to Music,2
06-10-2024 08:44,26,Female,4,Robotics and Automation,5,46,5,Always,2,5,With Family,No,Yes,4,4,Never,2,5,5,5,Aggression - punching bag,4
06-10-2024 08:44,19,Female,2,Robotics and Automation,5,31,9,Always,2,4,On-Campus,No,No,2,4,Sometimes,1,6,3,3,Listening to Music,3
06-10-2024 08:44,24,Female,1,Robotics and Automation,6,37,8,Never,2,3,Off-Campus,No,No,3,6,Sometimes,1,9,4,5,Listening to Music,3
06-10-2024 08:44,27,Female,4,Core Engineering,9,11,2,Frequently,5,3,Off-Campus,Yes,No,1,8,Frequently,1,9,2,3,Sleeping,0
06-10-2024 08:44,22,Male,2,Core Engineering,7,22,10,Frequently,1,4,With Family,No,No,1,8,Daily,1,8,3,5,Sleeping,1
06-10-2024 08:44,30,Female,3,Robotics and Automation,9,7,5,Sometimes,3,4,Off-Campus,Yes,Yes,5,8,Rarely,3,3,5,3,Exercise,0
06-10-2024 08:44,20,Female,3,Law,7,30,7,Never,2,5,With Family,No,Yes,4,4,Never,5,8,5,1,Sleeping,3
06-10-2024 08:44,21,Male,3,Core Engineering,4,45,14,Always,2,1,On-Campus,Yes,No,3,3,Rarely,2,1,2,2,Aggression - punching bag,5
06-10-2024 08:44,27,Male,3,Robotics and Automation,6,26,7,Always,4,4,With Family,No,Yes,2,6,Rarely,1,2,4,5,Playing Games,2
06-10-2024 08:44,21,Male,3,Civil Engineering,8,23,12,Frequently,1,4,On-Campus,Yes,Yes,4,7,Daily,5,8,1,2,Playing Games,2
06-10-2024 08:44,27,Female,5,Civil Engineering,6,33,12,Never,5,1,Off-Campus,Yes,No,3,6,Sometimes,3,5,4,4,Listening to Music,3
06-10-2024 08:44,27,Male,2,Electronics and Communication,4,50,9,Never,5,1,With Family,No,No,2,2,Never,4,9,3,1,Playing Games,5
06-10-2024 08:44,28,Female,2,Robotics and Automation,7,17,11,Always,1,5,On-Campus,No,Yes,5,5,Never,2,3,1,2,Aggression - punching bag,2
06-10-2024 08:44,19,Female,2,Electronics and Communication,6,30,10,Never,1,1,Off-Campus,Yes,No,5,6,Sometimes,1,9,2,4,Listening to Music,3
06-10-2024 08:44,21,Male,1,Core Engineering,7,19,8,Always,5,1,On-Campus,Yes,No,4,7,Never,1,6,3,1,Listening to Music,1
06-10-2024 08:44,28,Male,4,Civil Engineering,5,49,10,Sometimes,4,4,On-Campus,No,No,2,3,Daily,4,8,4,1,Playing Games,4
06-10-2024 08:44,25,Female,3,Robotics and Automation,4,47,9,Never,4,1,Off-Campus,Yes,Yes,1,3,Never,2,2,1,2,Sleeping,4
06-10-2024 08:44,23,Female,5,Electronics and Communication,8,10,7,Never,2,2,On-Campus,Yes,No,4,7,Rarely,4,9,5,4,Exercise,0
06-10-2024 08:44,20,Female,2,Civil Engineering,7,16,2,Rarely,4,1,Off-Campus,No,No,3,8,Rarely,5,5,5,1,Playing Games,1
06-10-2024 08:44,29,Male,1,Core Engineering,7,29,5,Sometimes,4,2,Off-Campus,Yes,No,3,7,Never,5,5,2,4,Listening to Music,2
06-10-2024 08:44,19,Male,1,Robotics and Automation,7,12,1,Never,1,5,Off-Campus,No,No,5,8,Rarely,2,0,2,5,Aggression - punching bag,1
06-10-2024 08:44,27,Male,1,Electronics and Communication,5,38,7,Frequently,3,1,Off-Campus,No,Yes,2,3,Rarely,3,1,5,3,Sleeping,4
06-10-2024 08:44,26,Female,1,Law,4,57,14,Rarely,4,2,With Family,No,Yes,1,4,Daily,4,8,3,5,Playing Games,5
06-10-2024 08:44,23,Female,2,Robotics and Automation,7,11,2,Rarely,4,5,With Family,No,Yes,1,7,Sometimes,1,8,3,5,Exercise,1
